,Maker,Synthetix,Uniswap,Kyber,dYdX
2020-04-13 06:00:00,332933032.0,98551530.0,33586564.0,3921894.0,23919603.0
2020-04-13 07:00:00,335098276.0,98732902.0,33801624.0,3945258.0,23958918.0
2020-04-13 08:00:00,332883494.0,98482619.0,33590916.0,3960788.0,23885623.0
2020-04-13 09:00:00,332905135.0,98593744.0,33581676.0,3924109.0,23885049.0
2020-04-13 10:00:00,330734195.0,97859300.0,33373424.0,3902006.0,23810394.0
2020-04-13 11:00:00,335177600.0,98457627.0,33788364.0,3921588.0,23972736.0
2020-04-13 12:00:00,340065858.0,100082683.0,34246046.0,3895636.0,24130122.0
2020-04-13 13:00:00,334546946.0,98124382.0,33783893.0,3870303.0,23974288.0
2020-04-13 14:00:00,330638434.0,97684236.0,34062375.0,3840691.0,23800071.0
2020-04-13 15:00:00,334361136.0,96091089.0,34604013.0,3850699.0,23784141.0
2020-04-13 16:00:00,336153099.0,96680091.0,34749837.0,3855985.0,23914652.0
2020-04-13 17:00:00,334988533.0,95591182.0,34662044.0,3800801.0,23795080.0
2020-04-13 18:00:00,335521515.0,95975899.0,34690615.0,3781681.0,23292999.0
2020-04-13 20:00:00,337580268.0,97542134.0,34834714.0,3863613.0,23344837.0
2020-04-13 21:00:00,340825123.0,98296592.0,35126467.0,3798054.0,23447151.0
2020-04-13 22:00:00,341294421.0,98766533.0,35140562.0,3774004.0,23528963.0
2020-04-13 23:00:00,344184820.0,99869913.0,35323046.0,3795506.0,23641431.0
2020-04-14 00:00:00,341271549.0,99474506.0,35097826.0,3825317.0,23389997.0
2020-04-14 01:00:00,341240206.0,98654290.0,35165576.0,3842881.0,23414695.0
2020-04-14 02:00:00,343194116.0,98577853.0,35459278.0,3848958.0,23473634.0
2020-04-14 03:00:00,343671078.0,98797713.0,35547477.0,3864120.0,23496307.0
2020-04-14 05:00:00,345106172.0,99565695.0,35624315.0,3869889.0,23582391.0
2020-04-14 06:00:00,344075335.0,99398079.0,35483484.0,3843206.0,23426365.0
2020-04-14 07:00:00,342451292.0,99049114.0,35333206.0,3841083.0,23404173.0
2020-04-14 08:00:00,341684491.0,98160825.0,35272238.0,3820790.0,23356933.0
2020-04-14 09:00:00,341212199.0,96125344.0,35222162.0,3817815.0,23298315.0
2020-04-14 10:00:00,343983351.0,97689281.0,35506922.0,3795126.0,23380025.0
2020-04-14 11:00:00,341158178.0,97268193.0,35223111.0,3794869.0,23307350.0
2020-04-14 12:00:00,341876319.0,97464595.0,35368175.0,3793776.0,23327734.0
2020-04-14 13:00:00,345590548.0,98519098.0,35736962.0,3893378.0,23453979.0
2020-04-14 14:00:00,347457762.0,98873226.0,35901393.0,3942215.0,23540680.0
2020-04-14 15:00:00,349995950.0,97083383.0,36007419.0,3951099.0,23658701.0
2020-04-14 16:00:00,351265064.0,99562687.0,36183414.0,3964127.0,23799535.0
2020-04-14 17:00:00,353022116.0,99827900.0,36416429.0,3957580.0,23803902.0
2020-04-14 18:00:00,351621204.0,99501150.0,36259816.0,4044054.0,23930058.0
2020-04-14 19:00:00,352990180.0,99441361.0,36428261.0,4028932.0,23876635.0
2020-04-14 20:00:00,351505034.0,99465847.0,36276882.0,3982999.0,23874394.0
2020-04-14 21:00:00,350499270.0,99544658.0,36302282.0,3978447.0,23838323.0
2020-04-14 22:00:00,349835099.0,98953053.0,36133296.0,3964470.0,23808080.0
2020-04-14 23:00:00,350941261.0,99300347.0,36313317.0,3982959.0,23856045.0
2020-04-15 00:00:00,348587775.0,98382239.0,36160767.0,3967441.0,23777693.0
2020-04-15 01:00:00,345234612.0,97709511.0,35889322.0,3978900.0,23661325.0
2020-04-15 02:00:00,348923201.0,102548610.0,36226715.0,4001979.0,23744457.0
2020-04-15 03:00:00,350776506.0,103233454.0,36355473.0,3997411.0,23805649.0
2020-04-15 04:00:00,351947800.0,103297601.0,36454502.0,4053317.0,23871657.0
2020-04-15 06:00:00,351807128.0,101644231.0,36367286.0,4053447.0,23853963.0
2020-04-15 07:00:00,351373523.0,102053331.0,36307096.0,4052550.0,23876471.0
2020-04-15 08:00:00,350637704.0,102097399.0,36226538.0,4046555.0,23826714.0
2020-04-15 09:00:00,348489659.0,101648352.0,36045338.0,4055933.0,23809682.0
2020-04-15 10:00:00,349510754.0,101847492.0,36161385.0,4074960.0,23745489.0
2020-04-15 11:00:00,345577892.0,100511366.0,35824544.0,3960135.0,23640755.0
2020-04-15 12:00:00,345882234.0,99881977.0,35983228.0,3984999.0,23715370.0
2020-04-15 13:00:00,342338729.0,98366291.0,35604172.0,3911815.0,23677606.0
2020-04-15 14:00:00,345256946.0,100148669.0,35935016.0,3879322.0,23847164.0
2020-04-15 16:00:00,342893282.0,101907025.0,35659139.0,3859629.0,23617605.0
2020-04-15 17:00:00,345198526.0,96916048.0,35832819.0,3876278.0,23698464.0
2020-04-15 18:00:00,345946842.0,99583564.0,35950105.0,3892657.0,23789358.0
2020-04-15 19:00:00,348112840.0,99971651.0,36138921.0,3916601.0,23808157.0
2020-04-15 20:00:00,347037942.0,99886652.0,36042187.0,3863821.0,23784176.0
2020-04-15 21:00:00,347297272.0,94972553.0,36084574.0,3869825.0,23813013.0
2020-04-15 22:00:00,345781309.0,94417704.0,35976573.0,3880889.0,23737549.0
2020-04-15 23:00:00,343622055.0,95098595.0,35839473.0,3884882.0,23675410.0
2020-04-16 00:00:00,337194678.0,95772001.0,35297066.0,3827358.0,23434691.0
2020-04-16 01:00:00,333144595.0,96757878.0,35015021.0,3824601.0,23328395.0
2020-04-16 02:00:00,336271903.0,97737050.0,35367341.0,3843043.0,23571851.0
2020-04-16 03:00:00,336919038.0,98941681.0,35430263.0,3840146.0,23540149.0
2020-04-16 04:00:00,337164785.0,98505290.0,35465820.0,3837685.0,23628445.0
2020-04-16 05:00:00,335902787.0,98977243.0,35326616.0,3868804.0,23503491.0
2020-04-16 06:00:00,336403058.0,99516654.0,35388191.0,3834262.0,23563950.0
2020-04-16 07:00:00,340682378.0,99425225.0,35740491.0,3862076.0,23754725.0
2020-04-16 08:00:00,357462014.0,101713936.0,37104423.0,3939792.0,24215942.0
2020-04-16 09:00:00,370547601.0,104102252.0,38215237.0,3953416.0,24643085.0
2020-04-16 10:00:00,368619268.0,103768133.0,37623279.0,3945622.0,24747363.0
2020-04-16 11:00:00,365153774.0,101450288.0,36951264.0,3909358.0,24873137.0
2020-04-16 12:00:00,369857142.0,104154008.0,37404027.0,3909244.0,25110061.0
2020-04-16 13:00:00,373750043.0,102769296.0,37669581.0,3874601.0,25314373.0
2020-04-16 14:00:00,368042856.0,101538290.0,37147545.0,3923879.0,24987186.0
2020-04-16 15:00:00,370268767.0,102060979.0,37447697.0,3966740.0,25130528.0
2020-04-16 16:00:00,374466126.0,102557496.0,37804077.0,4047332.0,25297003.0
2020-04-16 17:00:00,370953584.0,103144782.0,37488649.0,4081699.0,25066006.0
2020-04-16 18:00:00,371460643.0,102336704.0,37517504.0,4070883.0,25055795.0
2020-04-16 19:00:00,371159823.0,102383103.0,37491616.0,4087520.0,25033985.0
2020-04-16 20:00:00,374591074.0,102736317.0,37824843.0,4056456.0,25186212.0
2020-04-16 21:00:00,373185570.0,102830336.0,37712878.0,4015763.0,25180411.0
2020-04-16 22:00:00,375184884.0,103768893.0,37859428.0,4028522.0,25329379.0
2020-04-16 23:00:00,376227508.0,103647171.0,37959539.0,4022001.0,25526544.0
2020-04-17 00:00:00,373525792.0,103431341.0,37744416.0,4027133.0,25160405.0
2020-04-17 01:00:00,371461300.0,102633873.0,37579517.0,4069033.0,25101081.0
2020-04-17 02:00:00,374207618.0,103682387.0,37825606.0,4090872.0,25000562.0
2020-04-17 03:00:00,371231477.0,103878373.0,37189836.0,4089555.0,24872038.0
2020-04-17 04:00:00,371282222.0,103905640.0,37248168.0,4114628.0,24754703.0
2020-04-17 05:00:00,367500633.0,103188717.0,36870280.0,4052663.0,24363654.0
2020-04-17 06:00:00,371271878.0,104150748.0,37222696.0,4092368.0,24561515.0
2020-04-17 07:00:00,367500161.0,102194157.0,36913000.0,4087082.0,24387070.0
